地区	正式指标	正式数值
北京市	第一产业增加值	124.4
北京市	第二产业增加值	3388.4
北京市	第三产业增加值	10600.8
天津市	第一产业增加值	145.58
天津市	第二产业增加值	4840.23
天津市	第三产业增加值	4238.65
河北省	第一产业增加值	2562.81
河北省	第二产业增加值	10707.68
河北省	第三产业增加值	7123.77
山西省	第一产业增加值	563.5
山西省	第二产业增加值	5234
山西省	第三产业增加值	3412.4
天津市	GDP指数	117.4
河北省	GDP指数	112.2
北京市	人均GDP	73856
北京市	GDP指数	110.3
北京市	GDP	14113.58
天津市	人均GDP	72994
天津市	GDP	9224.46
河北省	人均GDP	28668
河北省	GDP	20394.26
山西省	人均GDP	26283
山西省	GDP指数	113.9
山西省	GDP	9200.86
