地区	正式指标	正式数值
北京市	GDP	21330.8
中国	GDP	636463
北京市	人均GDP	99995
北京市	GDP指数	107.3
北京市	人均GDP指数	105.2
北京市	GDP增长率	7.3
中国	人均GDP	46629
中国	GDP指数	107.3
中国	人均GDP指数	106.7
中国	GDP增长率	7.4
