地区	正式指标	正式数值
天津市	GDP	15722.5
河北省	GDP	29421.2
中国	GDP	636463
天津市	人均GDP	105231
天津市	人均GDP指数	106.2
河北省	人均GDP	39984
河北省	人均GDP指数	105.8
中国	人均GDP	46629
中国	人均GDP指数	106.7
