地区	正式指标	正式数值
北京市	GDP	19500.6
天津市	GDP	14370.2
河北省	GDP	28301.4
山西省	GDP	12602.2
中国	GDP	568845.2
山西省	人均GDP	34813
北京市	人均GDP	93213
天津市	人均GDP	99607
河北省	人均GDP	38716
中国	人均GDP	41907.59
