地区	正式指标	正式数值
呼和浩特市	GDP	2894.1
呼和浩特市	人均GDP	95961
乌兰察布市	GDP	873.73
乌兰察布市	人均GDP	41213
呼和浩特市	GDP指数	108
乌兰察布市	GDP指数	107.8
