地区	正式指标	正式数值
呼和浩特市	GDP	2894.1
呼和浩特市	人均GDP	95961
通辽市	GDP	1803.89
通辽市	人均GDP	57727
赤峰市	GDP	1778.37
赤峰市	人均GDP	41309
乌兰察布市	GDP	873.73
乌兰察布市	人均GDP	41213
呼和浩特市	GDP指数	108
通辽市	GDP指数	108.4
赤峰市	GDP指数	107.9
乌兰察布市	GDP指数	107.8
