地区	正式指标	正式数值
中国	GDP	636463
呼和浩特市	GDP	2894.1
中国	人均GDP	46629
中国	GDP指数	107.3
中国	人均GDP指数	106.7
中国	人均GDP增长率	6.8
呼和浩特市	人均GDP	95961
呼伦贝尔市	GDP	1522.2
呼伦贝尔市	人均GDP	60152
呼和浩特市	GDP指数	108
呼和浩特市	人均GDP指数	106.5
呼伦贝尔市	GDP指数	108.4
呼伦贝尔市	人均GDP指数	108.5
