地区	正式指标	正式数值
天津市	高等教育入学率得分	24.8
天津市	数学和科学教育的质量得分	4.2
天津市	教师培训的广度得分	4.2
天津市	创新能力得分	4.2
天津市	大学企业合作研发得分	3.9
天津市	可用的科学家和工程师得分	4.2
中国	高等教育入学率得分	0.27
中国	数学和科学教育的质量得分	4.4
中国	教师培训的广度得分	4.2
中国	创新能力得分	4.2
中国	大学企业合作研发得分	4.4
中国	可用的科学家和工程师得分	4.5
河北省	高等教育入学率得分	0.26
河北省	数学和科学教育的质量得分	2.5
河北省	教师培训的广度得分	4
河北省	创新能力得分	3.8
河北省	大学企业合作研发得分	3.8
河北省	可用的科学家和工程师得分	3.3
山西省	高等教育入学率得分	0.76
山西省	数学和科学教育的质量得分	4.3
山西省	教师培训的广度得分	3.8
山西省	创新能力得分	3.8
山西省	大学企业合作研发得分	3.6
山西省	可用的科学家和工程师得分	4.1
