地区	正式指标	正式数值
中国	GDP	636463
乌鲁木齐市	GDP	2461.5
中国	人均GDP	46629
中国	GDP指数	107.3
克拉玛依市	GDP	847.6725
乌鲁木齐市	人均GDP	70428
克拉玛依市	人均GDP	153084
克孜勒苏柯尔克孜自治州	GDP	89.2437
克孜勒苏柯尔克孜自治州	人均GDP	15222
喀什地区	GDP	688.403
喀什地区	人均GDP	16024
和田地区	GDP	198.4208
和田地区	人均GDP	8993
乌鲁木齐市	GDP指数	110.5
克拉玛依市	GDP指数	101.5
克孜勒苏柯尔克孜自治州	GDP指数	113
喀什地区	GDP指数	110.2
和田地区	GDP指数	111.4
