地区	正式指标	正式数值
河北省	GDP	28301.4
山西省	GDP	12602.2
内蒙古	GDP	16832.4
江苏省	GDP	59161.8
中国	GDP	568845.2
山西省	人均GDP	34813
内蒙古	人均GDP	67498
江苏省	人均GDP	74607
河北省	GDP指数	108.2
河北省	人均GDP	38716
山西省	GDP指数	108.9
内蒙古	GDP指数	109
江苏省	GDP指数	109.6
中国	人均GDP	41907.59
中国	GDP指数	107.6712
