地区	正式指标	正式数值
北京市	县个数	2
吉林省	第二产业增加值	3542
北京市	第二产业增加值	2855.5
辽宁省	第二产业增加值	7906.34
辽宁省	县个数	19
吉林省	GDP增长率	13.3
吉林省	县个数	17
中国	县个数	1636
北京市	GDP增长率	10.2
辽宁省	GDP增长率	13.1
吉林省	GDP	7278.75
中国	GDP	340902.8
中国	第二产业增加值	157638.8
北京市	GDP	12153.03
辽宁省	GDP	15212.49
中国	GDP增长率	9.2
