地区	正式指标	正式数值
北京市	第一产业增加值	124.4
北京市	第二产业增加值	3388.4
北京市	第三产业增加值	10600.8
天津市	第一产业增加值	145.58
天津市	第二产业增加值	4840.23
天津市	第三产业增加值	4238.65
河北省	第一产业增加值	2562.81
河北省	第二产业增加值	10707.68
河北省	第三产业增加值	7123.77
山西省	第一产业增加值	563.5
山西省	第二产业增加值	5234
山西省	第三产业增加值	3412.4
内蒙古	第一产业增加值	1101.4
内蒙古	第二产业增加值	6367.7
内蒙古	第三产业增加值	4209.03
北京市	GDP	14113.58
天津市	GDP	9224.46
河北省	GDP	20394.26
山西省	GDP	9200.86
内蒙古	GDP	11672
