2016-05-05 11:28:37,841 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:29:09,470 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:29:09,480 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:29:09,482 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:35:58,295 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:35:58,305 sd_em.py[line:63] INFO cleaned  area:乌兰察布市 呼和浩特市
2016-05-05 11:35:58,306 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-05 11:36:07,414 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:36:07,426 sd_em.py[line:63] INFO cleaned  area:乌兰察布市 呼和浩特市 赤峰市 通辽市
2016-05-05 11:36:07,426 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-05 11:36:18,056 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:36:18,069 sd_em.py[line:63] INFO cleaned  area:内蒙古
2016-05-05 11:36:18,069 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:45:32,384 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:45:32,395 sd_em.py[line:63] INFO cleaned  area:中国 呼伦贝尔市 呼和浩特市
2016-05-05 11:45:32,395 sd_em.py[line:64] INFO selected indi:GDP 第一产业增加值 第三产业增加值 第二产业增加值
2016-05-05 11:45:51,424 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:45:51,436 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:45:51,437 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:46:31,257 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:46:31,270 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:46:31,270 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:46:46,424 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:46:46,436 sd_em.py[line:63] INFO cleaned  area:中国 呼伦贝尔市 呼和浩特市
2016-05-05 11:46:46,437 sd_em.py[line:64] INFO selected indi:GDP 人均GDP 第一产业增加值 第三产业增加值 第二产业增加值
2016-05-05 11:52:41,421 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:52:41,433 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:52:41,433 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 11:53:18,298 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:53:18,309 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:53:18,309 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率 第一产业增加值 第三产业增加值 第二产业增加值
2016-05-05 11:57:27,947 sd_em.py[line:59] INFO start sd_em
2016-05-05 11:57:27,960 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 11:57:27,960 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率 第一产业增加值 第三产业增加值 第二产业增加值
2016-05-05 13:32:00,651 sd_em.py[line:59] INFO start sd_em
2016-05-05 13:32:00,663 sd_em.py[line:63] INFO cleaned  area:北京市 天津市 山西省 河北省
2016-05-05 13:32:00,664 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率 人均GDP指数
2016-05-05 13:32:57,801 sd_em.py[line:59] INFO start sd_em
2016-05-05 13:32:57,812 sd_em.py[line:63] INFO cleaned  area:中国
2016-05-05 13:32:57,812 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率 人均GDP指数
2016-05-05 13:52:24,009 sd_em.py[line:59] INFO start sd_em
2016-05-05 13:52:24,022 sd_em.py[line:63] INFO cleaned  area:
2016-05-05 13:52:24,022 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 13:54:03,630 sd_em.py[line:59] INFO start sd_em
2016-05-05 13:54:03,642 sd_em.py[line:63] INFO cleaned  area:
2016-05-05 13:54:03,642 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 13:56:40,908 sd_em.py[line:59] INFO start sd_em
2016-05-05 13:56:40,920 sd_em.py[line:63] INFO cleaned  area:
2016-05-05 13:56:40,921 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP增长率
2016-05-05 14:05:59,585 sd_em.py[line:59] INFO start sd_em
2016-05-05 14:05:59,592 sd_em.py[line:63] INFO cleaned  area:中国 呼伦贝尔市 呼和浩特市
2016-05-05 14:05:59,594 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-06 08:29:47,510 sd_em.py[line:59] INFO start sd_em
2016-05-06 08:29:47,523 sd_em.py[line:63] INFO cleaned  area:咸阳市 商洛市 安康市 宝鸡市 延安市 榆林市 汉中市 渭南市 西安市 铜川市
2016-05-06 08:29:47,523 sd_em.py[line:64] INFO selected indi:GDP 人口自然增长率 农林牧渔业总产值 农民人均纯收入 常住人口 油料产量 第一产业增加值 粮食产量
2016-05-06 08:58:30,551 sd_em.py[line:59] INFO start sd_em
2016-05-06 08:58:30,562 sd_em.py[line:63] INFO cleaned  area:咸阳市 商洛市 安康市 宝鸡市 延安市 榆林市 汉中市 渭南市 西安市 铜川市
2016-05-06 08:58:30,563 sd_em.py[line:64] INFO selected indi:GDP 人口自然增长率 农林牧渔业总产值 农民人均纯收入 常住人口 油料产量 粮食产量
